	Gene_ID	H_0	H_4	H_8	H_12	H0PA	H4PA	H8PA	H12PA	U_0	U_4	U_8	U_12	U0PA	U4PA	U8PA	U12PA	M_0	M_4	M_8	M_12	M0PA	M4PA	M8PA	M12PA	H4/H0_P_Value	H8/H0_pvalue	H12/H0_pvalue	U4/U0_pvalue	U8/U0_pvalue	U12/U0_pvalue	M4/M0_pvalue	M8/M0_pvalue	M12/M0_pvalue
OR2W1	NM_030903	2.245876119	2.253996606	2.247227754	2.240073174	A	A	A	A	2.204830078	2.209193861	2.194583917	2.225453868	A	A	A	A	2.238193034	2.236155289	2.229575378	2.234850856	A	A	A	A	0.9126	0.9999	1.0000	0.9996	0.8614	0.3354	1.0000	1.0000	1.0000
OR3A1	NM_002550	2.244764192	2.250715121	2.247297305	2.241422246	A	A	A	A	2.189181156	2.1951827	2.185650871	2.228308878	A	A	A	A	2.169287052	2.174408882	2.167904413	2.172347095	A	A	A	A	0.9232	0.9999	1.0000	0.9996	0.9344	0.1363	1.0000	1.0000	1.0000
OR3A2	NM_002551	2.277185302	2.297441223	2.314113439	2.275415167	A	A	A	A	2.242321573	2.245692762	2.235590256	2.265400543	A	A	A	A	2.212311372	2.216413292	2.208971927	2.21869433	A	A	A	A	0.8730	0.4744	1.0000	0.9996	0.8750	0.2238	1.0000	1.0000	1.0000
OR3A3	NM_012373	2.650796532	2.646662828	2.653771077	2.651828793	A	A	A	P	2.047842451	2.051360222	2.04388569	2.059666598	A	A	A	A	1.995362568	1.997528789	1.994492572	1.99705657	A	A	A	A	0.9908	0.9999	1.0000	0.9996	0.8901	0.4111	1.0000	1.0000	1.0000
OR4D1	NM_012374	1.657795177	1.65689241	1.654677161	1.659042858	A	A	A	A	1.548658741	1.550110794	1.545240067	1.556237441	A	A	A	A	1.432767672	1.434972787	1.43263236	1.431592674	A	A	A	A	0.9967	0.9999	1.0000	0.9996	0.9006	0.5881	1.0000	1.0000	1.0000
OR4N4	NM_001005241	1.835018043	1.835323173	1.840977429	1.835538369	A	A	A	A	1.74694623	1.749436579	1.742291753	1.754271565	A	A	A	A	1.657848085	1.65687752	1.653351617	1.660869292	A	A	A	A	0.9996	0.9999	1.0000	0.9996	0.8840	0.5852	1.0000	1.0000	1.0000
OR51B2	NM_033180	2.364004357	2.36538924	2.36555895	2.365790046	A	A	A	P	2.330425125	2.332424939	2.324979716	2.343637782	P	A	A	A	2.804365868	2.811223952	2.804184477	2.809029636	P	P	A	P	0.9996	0.9999	1.0000	0.9996	0.8802	0.3893	1.0000	1.0000	1.0000
OR51B4	NM_033179	2.016419649	2.014455384	2.014259857	2.014711332	A	A	A	A	1.89429946	1.896980275	1.889989268	1.903554624	A	A	A	A	1.821182976	1.823342387	1.819547415	1.821100234	A	A	A	A	0.9711	0.9999	1.0000	0.9996	0.8875	0.4996	1.0000	1.0000	1.0000
OR51B5	NM_001005567	1.991931519	1.995189276	1.994027429	1.993707179	A	A	A	A	1.92374583	1.926838215	1.919765172	1.933053994	A	A	A	A	1.855092717	1.857719616	1.85353271	1.854489127	A	A	A	A	0.9410	0.9999	1.0000	0.9996	0.8896	0.4990	1.0000	1.0000	1.0000
OR51B6	NM_001004750	1.700041618	1.689996293	1.688105792	1.69146257	A	A	A	A	1.585078575	1.586286633	1.581398329	1.588830726	A	A	A	A	1.489003547	1.476151068	1.473214172	1.475677263	A	A	A	A	0.7719	0.6342	0.8020	0.9996	0.8918	0.7768	1.0000	1.0000	0.9925
OR51E2	NM_030774	2.072848736	2.079386135	2.075067421	2.073505004	A	A	A	A	1.988238367	1.990617916	1.982377348	2.002966571	A	A	A	A	1.953027384	1.957205887	1.95242598	1.955463757	A	A	A	A	0.9111	0.9999	1.0000	0.9996	0.8794	0.3631	1.0000	1.0000	1.0000
OR51I1	NM_001005288	1.88149811	1.883484911	1.878880819	1.883741773	A	A	A	A	1.888858223	1.891123314	1.884481332	1.893686537	A	A	A	A	1.814275374	1.817161642	1.813942916	1.813313129	A	A	A	A	0.9741	0.9999	1.0000	0.9996	0.8863	0.7210	1.0000	1.0000	1.0000
OR51I2	NM_001004754	1.996145217	1.998508489	1.991806684	1.998143908	A	A	A	A	1.728150466	1.732583851	1.728698895	1.738921044	A	A	A	A	1.857988016	1.860304096	1.859147206	1.859111899	A	A	A	A	0.9678	0.9999	1.0000	0.9996	0.9849	0.4527	1.0000	1.0000	1.0000
OR51M1	NM_001004756	1.723603763	1.721953029	1.720540685	1.724727334	A	A	A	A	1.622224174	1.623738879	1.618745386	1.629045366	A	A	A	A	1.515740095	1.518305154	1.514918445	1.512890855	A	A	A	A	0.9776	0.9999	1.0000	0.9996	0.8979	0.6180	1.0000	1.0000	1.0000
OR52A1	NM_012375	2.079599911	2.081341591	2.080554787	2.083299704	A	A	A	A	2.052272379	2.054763479	2.045881754	2.062908228	A	A	A	A	1.998555001	2.002096104	1.998224717	1.999741118	A	A	A	A	0.9803	0.9999	1.0000	0.9996	0.8731	0.4639	1.0000	1.0000	1.0000
OR52D1	NM_001005163	1.979208956	1.982335525	1.980768813	1.980608254	A	A	A	A	1.901261946	1.904632468	1.89694879	1.912824726	A	A	A	A	1.911478465	1.916074242	1.910470806	1.912521936	A	A	A	A	0.9996	0.9999	1.0000	0.9996	0.8881	0.4258	1.0000	1.0000	1.0000
OR5I1	NM_006637	1.874702943	1.878250405	1.874928631	1.875986182	A	A	A	A	1.850657384	1.854168372	1.846931974	1.862366232	A	A	A	A	1.854376354	1.857701316	1.851822019	1.855003957	A	A	A	A	0.9382	0.9999	1.0000	0.9996	0.8965	0.4288	1.0000	1.0000	1.0000
OR5J2	NM_001005492	1.993421408	1.997158997	1.99487976	1.992534499	A	A	A	A	1.924384534	1.927594636	1.91985588	1.936783428	A	A	A	A	1.851798101	1.856845178	1.851217014	1.854403347	A	A	A	A	0.9382	0.9999	1.0000	0.9996	0.8878	0.4100	1.0000	1.0000	1.0000
OR5K1	NM_001004736	2.362701486	2.367324956	2.364176399	2.356751915	A	A	A	A	2.332641873	2.336993245	2.327602126	2.360159714	A	A	A	A	2.323037941	2.318812934	2.31539598	2.31808348	A	A	A	A	0.9884	0.9999	1.0000	0.9996	0.8893	0.1672	1.0000	1.0000	1.0000
OR5L2	NM_001004739	1.585939398	1.583934306	1.583327676	1.587311755	A	A	A	A	1.466733393	1.467986051	1.464521955	1.469958313	A	A	A	A	1.342149383	1.344945009	1.342550476	1.338890775	A	A	A	A	0.9683	0.9999	1.0000	0.9996	0.9295	0.8047	1.0000	1.0000	1.0000
OR5P2	NM_153444	1.632963143	1.630732505	1.629318015	1.634056011	A	A	A	A	1.519276449	1.521393376	1.516114058	1.523691472	A	A	A	A	1.401649444	1.403422107	1.400005455	1.396534475	A	A	A	A	0.9593	0.9999	1.0000	0.9996	0.9016	0.7373	1.0000	1.0000	1.0000
OR5P3	NM_153445	2.171214037	2.169777434	2.168004804	2.174466594	A	A	A	A	2.132280392	2.131351334	2.130121698	2.136084845	A	A	A	A	2.172422903	2.174713169	2.164819561	2.169930187	A	A	A	A	0.9829	0.9999	1.0000	0.9996	0.9339	0.7787	1.0000	1.0000	1.0000
OR5V1	NM_030876	2.050418401	2.054608623	2.053186489	2.052855267	A	A	A	A	1.988892844	1.991200185	1.982454009	2.00337445	A	A	A	A	1.925562857	1.929820912	1.924189235	1.927363371	A	A	A	A	0.9753	0.9999	1.0000	0.9996	0.8743	0.3701	1.0000	1.0000	1.0000
OR6A2	NM_003696	1.935245756	1.934712213	1.932410231	1.937176849	A	A	A	A	1.862841181	1.869867492	1.858286919	1.874406423	A	A	A	A	1.779855559	1.785322219	1.779744657	1.780533706	A	A	A	A	0.9996	0.9999	1.0000	0.9996	0.8878	0.4380	1.0000	1.0000	1.0000
OR6B1	NM_001005281	2.096737065	2.099819461	2.100614851	2.096360084	A	A	A	A	2.049822882	2.048207934	2.045239232	2.055341301	A	A	A	A	2.007188209	2.009428252	2.000884068	2.00297327	A	A	A	A	0.9496	0.9999	1.0000	0.9996	0.8851	0.6859	1.0000	1.0000	1.0000
OR7A10	NM_001005190	2.520670628	2.533170287	2.547804221	2.515666748	A	A	A	A	2.515988042	2.517524097	2.494998641	2.555177347	A	A	A	A	2.513818462	2.519268759	2.51020263	2.516768323	A	A	A	A	0.9167	0.5745	1.0000	0.9996	0.7298	0.1894	1.0000	1.0000	1.0000
OR7A17	NM_030901	2.109624379	2.114867608	2.107597329	2.106881886	A	A	A	A	2.056149566	2.057918148	2.048684016	2.069599631	A	A	A	A	2.000567197	2.005343081	1.999687234	2.00390725	A	A	A	A	0.9232	0.9999	1.0000	0.9996	0.8704	0.4180	1.0000	1.0000	1.0000
OR7A5	NM_017506	2.906054981	2.90374749	2.970070605	2.907824471	A	A	A	A	2.487636111	2.568630394	2.476953282	2.489988038	A	A	A	A	2.488307032	2.492041526	2.485118933	2.495513263	A	A	A	A	0.9996	0.3881	1.0000	0.6938	0.9409	0.9753	1.0000	1.0000	1.0000
OR7C1	NM_198944	2.378085114	2.379033023	2.373633662	2.369189499	A	A	A	A	2.383564396	2.39304908	2.381774112	2.415947525	A	A	A	A	2.312933475	2.317929086	2.316227841	2.323323881	A	A	A	A	0.9996	0.9999	0.8912	0.9996	0.9539	0.0946	1.0000	1.0000	1.0000
OR7C2	NM_012377	1.806319996	1.80731137	1.808234366	1.808174946	A	A	A	A	1.715953764	1.718676063	1.712348439	1.722607757	A	A	A	A	1.580518195	1.583860594	1.580264355	1.579713409	A	A	A	A	0.9966	0.9999	1.0000	0.9996	0.8961	0.6303	1.0000	1.0000	1.0000
OR7D2	NM_175883	2.501473994	2.510660265	2.510625296	2.493088889	A	A	P	P	2.494134543	2.498658285	2.483016229	2.518076836	A	P	P	A	2.493167867	2.497331411	2.492356297	2.48799149	A	A	A	A	0.9109	0.9999	0.9381	0.9996	0.8523	0.2734	1.0000	1.0000	1.0000
OR7E24	NM_001079935	3.227898555	3.233128467	3.302523598	3.225609478	A	A	A	A	2.633824846	2.879816946	2.675676488	3.051297519	A	A	A	A	3.151495837	3.362730167	3.62003222	3.124696193	A	P	A	A	0.9991	0.5021	1.0000	0.6414	0.9196	0.1051	1.0000	0.3549	1.0000
OR8B2	NM_001005468	2.414850019	2.374650254	2.372499153	2.3597226	A	A	A	A	2.350618479	2.349126296	2.339942277	2.369315573	A	A	A	A	2.320204261	2.325923649	2.31988954	2.321663322	A	A	A	A	0.5244	0.4542	0.2393	0.9996	0.8627	0.3948	1.0000	1.0000	1.0000
OR8B8	NM_012378	2.023810385	2.029238929	2.027118952	2.025900967	A	A	A	A	1.960558325	1.963068634	1.955070182	1.972279462	A	A	A	A	1.899444006	1.9037708	1.899062546	1.903044305	A	A	A	A	0.9208	0.9999	1.0000	0.9996	0.8821	0.4479	1.0000	1.0000	1.0000
OR8D1	NM_001002917	1.866158311	1.86781262	1.86784682	1.866149895	A	A	A	A	1.781929837	1.785029939	1.777654484	1.791820583	A	A	A	A	1.694268085	1.696369007	1.69099666	1.695845198	A	P	A	A	0.9803	0.9999	1.0000	0.9996	0.8878	0.4797	1.0000	1.0000	1.0000
OR8D2	NM_001002918	2.029261162	2.030987564	2.024857451	2.029061323	A	A	A	A	1.965510541	1.967811898	1.959193367	1.978812558	A	A	A	A	1.901787397	1.902601628	1.899778081	1.904506725	A	A	A	A	0.9795	0.9999	1.0000	0.9996	0.8745	0.3998	1.0000	1.0000	1.0000
OR8G1	NM_001002905	1.778514297	1.778612057	1.782858085	1.785180306	A	A	A	A	1.668488406	1.674293922	1.666547254	1.680502161	A	A	A	A	1.65488686	1.656844003	1.64994915	1.656574086	A	A	A	A	0.9996	0.9999	0.9280	0.9996	0.9418	0.4119	1.0000	1.0000	1.0000
OR8G2	NM_001007249	2.249803659	2.266429817	2.201888117	2.247189078	A	A	A	A	2.104499953	2.106988202	2.095781296	2.120785193	A	A	A	A	2.053859888	2.060388894	2.053648689	2.056574259	A	A	A	A	0.9526	0.8611	1.0000	0.9996	0.8582	0.3530	1.0000	1.0000	1.0000
ORAI1	NM_032790	5.331828707	5.029151988	5.513120345	5.396700463	A	A	P	P	5.60098658	5.482831363	5.176888211	4.380305436	P	A	A	A	6.062602294	6.041733173	5.988696684	5.881096117	A	A	A	A	0.0522	0.2807	0.9082	0.9996	0.1402	0.0005	1.0000	0.7490	0.0825
ORAI2	NM_032831	2.400871543	2.387187936	2.387614448	2.390152304	A	A	P	A	7.48502753	7.412387722	7.372875669	7.138652016	P	P	P	P	6.661698408	6.642983327	6.634218255	6.660721474	P	P	P	P	0.8728	0.9376	0.9293	0.9996	0.5945	0.0181	0.9801	0.5243	1.0000
ORAI3	NM_152288	6.623688491	6.438943238	7.069892354	7.925783996	P	P	P	P	8.249185793	8.319790335	8.83272819	9.288982126	P	P	P	P	9.039840223	9.428521499	9.678952013	9.779731776	P	P	P	P	0.7120	0.0860	0.0000	0.8010	0.0001	0.0000	0.1938	0.0141	0.0047
ORAOV1	NM_153451	3.888152658	3.485559192	3.669919519	3.885673387	A	A	A	A	4.174462909	4.05564097	3.770892861	3.904553451	A	A	A	A	5.980299917	5.569326768	5.097943269	5.490369915	P	P	A	P	0.1897	0.6218	1.0000	0.9996	0.1121	0.2134	0.7475	0.0829	0.3595
ORC1L	NM_004153	5.13831586	4.50143486	4.448189255	4.179709232	P	P	P	P	5.720621157	5.929772909	5.799942779	5.559299317	P	P	P	P	4.27391615	4.184185528	4.184262524	4.099734925	P	P	P	P	0.1129	0.0668	0.0102	0.2864	0.8132	0.2200	0.8821	0.7285	0.1639
ORC2L	NM_006190	8.858970287	8.843473795	9.010404912	8.617697791	P	P	P	P	7.002014782	7.003105093	6.817757262	6.326356978	P	P	P	A	8.324169159	8.185336201	8.243996324	8.287911146	P	P	P	P	0.9933	0.5782	0.2076	0.9997	0.1738	0.0002	0.4806	0.7927	1.0000
ORC3L	NM_012381	7.649380941	7.454691568	6.888080079	6.899569183	P	P	P	P	8.929784055	8.781048817	8.574689048	8.56168438	P	P	P	P	7.960702429	7.913725826	7.941949058	7.80392459	P	P	P	P	0.5071	0.0008	0.0008	0.3102	0.0053	0.0027	1.0000	1.0000	0.3920
ORC4L	NM_002552	6.762176791	6.719983256	6.998810858	6.844371703	P	P	P	P	6.586870222	6.54235745	6.498439949	6.41590068	P	P	P	P	7.756620245	7.999169415	7.941512461	7.944012218	P	P	P	P	0.9243	0.0867	0.7634	0.7956	0.1803	0.0086	0.3956	0.4853	0.3956
ORC5L	NM_002553	6.294684076	5.714361855	5.501919404	5.670708946	P	P	P	P	7.671514829	7.366751883	6.652374781	6.122989374	P	P	P	P	7.053794302	6.879993599	6.752499846	6.635093477	P	P	P	P	0.0655	0.0093	0.0338	0.0435	0.0000	0.0000	0.8500	0.2538	0.0684
ORC6L	NM_014321	9.585962017	8.665048606	8.740817148	8.691804489	P	P	P	P	9.325893704	9.008046138	8.709279136	7.840945821	P	P	P	P	9.489610134	9.347264189	9.101887632	9.229244745	P	P	P	P	0.0002	0.0002	0.0001	0.4887	0.0451	0.0002	1.0000	0.2959	0.5249
ORM1	NM_000607	10.93752961	11.69161787	11.5987996	11.56898595	P	P	P	P	2.139792799	2.140618168	2.128291418	2.157066132	A	A	A	A	2.097110176	2.098424744	2.09135208	2.093897321	A	A	A	A	0.0000	0.0000	0.0000	0.9996	0.8294	0.3562	1.0000	1.0000	1.0000
ORM2	NM_000608	11.92342556	12.26195835	12.30236006	12.21368981	P	P	P	P	2.080967795	2.086124236	2.071551194	2.099096297	A	A	A	A	2.354824568	2.35968491	2.359408553	2.35555467	A	A	A	A	0.0720	0.0336	0.1048	0.9996	0.8531	0.3267	1.0000	1.0000	1.0000
ORMDL1	NM_016467	6.730442223	6.01601425	6.598657608	6.814803314	P	P	P	P	7.545168836	7.575543767	7.516558429	7.490440996	P	P	P	P	8.515383692	8.534374416	8.488487943	8.376684389	P	P	P	P	0.0000	0.3703	0.6783	0.9996	0.8697	0.3914	1.0000	1.0000	0.1325
ORMDL2	NM_014182	6.996162072	6.933086804	6.786329619	7.059038421	P	P	P	P	9.578196469	9.482999888	9.533167306	9.616952854	P	P	P	P	9.193175608	9.08397596	8.967860414	9.066461421	P	P	P	P	0.9243	0.4227	1.0000	0.7334	0.8671	0.6801	0.9057	0.1889	0.5321
ORMDL3	NM_139280	7.776834618	7.946505459	8.528302954	8.956570166	P	P	P	P	2.279801829	2.275465207	2.2654059	2.30440433	A	A	A	A	2.220209271	2.211435325	2.205908916	2.201526949	A	A	A	A	0.4247	0.0001	0.0000	0.9996	0.8135	0.2887	1.0000	1.0000	0.8051
OS9	NM_006812	9.450382756	9.762907022	9.51735909	9.633938602	P	P	P	P	9.086425518	9.144766049	9.362648514	9.569553181	P	P	P	P	9.221201853	9.374582504	9.47457129	9.582589135	P	P	P	P	0.0068	0.7999	0.0848	0.5571	0.0006	0.0000	0.5572	0.1010	0.0159
OSAP	NM_032623	2.297276558	2.305350344	2.297210653	2.292803325	A	A	A	A	6.581951878	7.487646274	8.844710196	9.158141825	P	P	P	P	2.233184118	2.239946605	2.238061754	2.232646415	A	A	A	A	0.9156	0.9999	1.0000	0.0003	0.0000	0.0000	1.0000	1.0000	1.0000
OSBP	NM_002556	7.127727714	7.515758772	7.536723948	7.649014672	P	P	P	P	8.224158511	8.303188668	7.975084227	8.154609696	P	P	P	P	8.938394091	9.009183938	8.946045492	8.942530988	P	P	P	P	0.0188	0.0101	0.0016	0.5969	0.0088	0.3254	1.0000	1.0000	1.0000
OSBP2	NM_030758	2.607204549	2.548801412	2.530437253	2.540539131	A	A	A	A	5.020885869	5.001049987	5.042091843	5.034516607	A	A	A	A	1.991578861	1.994521228	1.991360733	1.986745167	A	A	A	A	0.8044	0.6029	0.6660	0.9996	0.8421	0.6880	1.0000	1.0000	1.0000
OSBPL10	NM_017784	6.367603429	6.453354844	7.466820209	8.345099221	P	P	P	P	3.21504461	3.250521754	3.29901839	3.226545901	P	P	P	P	5.275726429	5.305994025	5.413383705	5.35754361	P	P	P	P	0.8741	0.0000	0.0000	0.9926	0.2714	0.8312	1.0000	0.3181	0.6401
OSBPL11	NM_022776	6.402329516	6.070612547	5.9405171	5.572998974	P	P	P	P	7.330247779	7.193792048	6.811679005	6.553264744	P	P	P	P	7.223782802	7.296241407	7.070004311	6.85287214	P	P	P	P	0.1250	0.0215	0.0003	0.5846	0.0028	0.0001	1.0000	0.4029	0.0138
OSBPL1A	NM_018030	2.41724295	2.422843564	2.416607899	2.406396024	A	A	A	A	7.89911203	7.955117688	8.217306978	8.318531832	P	P	P	P	8.081917915	7.975737323	7.934553226	7.921434836	P	P	P	P	0.9402	0.9999	0.8922	0.9996	0.0287	0.0045	1.0000	0.6555	0.4946
OSBPL2	NM_014835	6.383686097	6.777301356	7.125139849	7.128385872	P	P	P	P	4.566577754	4.532342412	4.644431453	4.703120673	P	P	P	P	6.50941362	6.43116013	6.45157981	6.434372555	P	P	P	P	0.0339	0.0003	0.0002	0.9996	0.4538	0.0818	0.7260	0.8031	0.4953
OSBPL3	NM_015550	5.992936937	5.937460173	6.192171182	6.100168353	P	P	P	P	6.990605722	7.349044479	7.676843215	7.642492625	P	P	P	P	10.30308362	10.33326098	10.46253679	10.40527502	P	P	P	P	0.9208	0.2383	0.6740	0.0041	0.0000	0.0000	1.0000	0.0678	0.2244
OSBPL5	NM_020896	2.553102416	2.560846991	2.587114978	2.596795267	A	A	A	A	3.637886047	3.633487048	3.852661237	4.482564532	P	P	P	P	3.807688623	3.742455098	3.731501749	3.753745425	P	A	A	A	0.9742	0.7777	0.5508	0.9996	0.4128	0.0011	0.9240	0.6470	0.8110
OSBPL6	NM_032523	2.208639041	2.214571191	2.209414076	2.207782367	A	A	A	A	6.913705284	6.997788584	6.742937893	6.729145436	P	P	P	P	2.357022049	2.359101819	2.355627752	2.356053329	A	A	A	A	0.9214	0.9999	1.0000	0.9003	0.2553	0.1422	1.0000	1.0000	1.0000
OSBPL7	NM_145798	2.278971487	2.278881915	2.279641336	2.273509965	A	A	A	A	2.24696224	2.250497126	2.243034523	2.258479263	A	A	A	A	2.185459943	2.185658755	2.181981136	2.179247517	A	A	A	A	0.9996	0.9999	0.9808	0.9996	0.8931	0.4422	1.0000	1.0000	1.0000
OSBPL8	NM_020841	8.003904357	8.032511025	8.321142619	8.046773273	P	P	P	P	8.08384038	8.159707581	8.216822681	8.080343249	P	P	P	P	10.4312991	10.48266834	10.48461158	10.40300225	P	P	P	P	0.9315	0.0044	0.9356	0.8152	0.2682	0.9668	0.9033	0.7175	1.0000
OSBPL9	NM_024586	10.56213701	10.50386677	10.57557156	10.66554138	P	P	P	P	9.765469668	9.715597449	9.710001337	9.756731026	P	P	P	P	11.15304278	10.98665375	11.11167924	11.13585482	P	P	P	P	0.8000	0.9999	0.3313	0.8737	0.6554	0.8860	0.0565	0.9080	1.0000
OSCAR	NM_130771	2.144866906	2.14391872	2.1894089	2.171904229	A	A	A	A	2.09100274	2.094347359	2.085088901	2.110934435	A	A	A	A	2.141228245	2.142161643	2.137427489	2.142872716	A	A	A	A	0.9996	0.7000	0.9094	0.9996	0.8759	0.2353	1.0000	1.0000	1.0000
OSGEP	NM_017807	6.017817732	6.030336553	5.664711262	5.616274586	P	P	P	P	2.675738641	2.615957483	2.563157507	2.584206904	P	P	P	A	7.321199954	7.345544948	7.33719381	7.35863419	P	P	P	P	0.9996	0.1748	0.1033	0.9479	0.3634	0.3113	1.0000	1.0000	1.0000
OSGEPL1	NM_022353	3.567398866	3.085185323	2.9189497	3.461007252	P	A	A	A	7.801987842	7.654500209	7.366332554	7.129528328	P	P	P	P	7.617180327	7.681305405	7.524928603	7.484350577	P	P	P	P	0.0340	0.0042	0.8641	0.6004	0.0128	0.0006	1.0000	0.9432	0.5586
OSGIN1	NM_013370	6.980769464	6.955315038	7.346203461	7.374125967	A	A	A	A	6.040429805	6.156349581	5.830918946	6.616030116	A	A	A	A	3.763843426	4.377856668	4.228080271	4.857118569	A	A	A	A	0.9989	0.4812	0.3948	0.9996	0.6207	0.0362	0.7510	0.8110	0.1221
OSGIN2	NM_004337	3.470241491	3.563631391	3.564296731	3.674461139	P	P	P	P	7.47173663	7.218218352	6.916979537	6.784309829	P	P	P	P	4.280252761	4.186595547	4.086193967	4.154577251	P	P	P	P	0.5793	0.5515	0.0570	0.1246	0.0012	0.0002	0.9277	0.2068	0.4490
OSM	NM_020530	2.612595552	2.62294826	2.621050186	2.607968071	A	A	A	A	2.610130073	2.617348227	2.606096068	2.647684094	A	A	A	A	2.535112385	2.534714835	2.531067884	2.543425528	A	A	A	A	0.9103	0.9999	1.0000	0.9996	0.9227	0.1439	1.0000	1.0000	1.0000
OSMR	NM_003999	7.571051754	7.744413582	8.435663474	9.144763047	P	P	P	P	8.876095165	9.187453365	9.340663467	9.422946422	P	P	P	P	8.975376421	9.176804074	9.824616365	9.728483027	P	P	P	P	0.8616	0.0084	0.0001	0.0695	0.0047	0.0011	1.0000	0.6144	0.6121
OSR1	NM_145260	2.378768448	2.384789632	2.379572695	2.375561557	A	A	A	A	2.157989131	2.161467945	2.152279383	2.178234657	A	A	A	A	6.184291781	6.352368271	6.393937717	6.344937199	P	P	P	P	0.9216	0.9999	1.0000	0.9996	0.8855	0.2884	0.7238	0.3732	0.4953
OSR2	NM_053001	2.795754607	2.772385061	2.719572019	2.716278186	A	A	A	A	2.787350084	2.784776592	2.68200377	2.789795763	P	A	A	A	3.505641496	3.597376834	3.484845267	3.500099158	A	A	P	A	0.9836	0.9999	0.9468	0.9996	0.1676	0.9655	0.9365	1.0000	1.0000
OSTalpha	NM_152672	5.118113897	7.705082346	9.538755406	10.19548198	A	P	P	P	2.346078719	2.350388919	2.343572877	2.370178033	A	A	A	A	2.333645724	2.336578447	2.330510333	2.334575929	A	A	A	A	0.0000	0.0000	0.0000	0.9996	0.9488	0.2877	1.0000	1.0000	1.0000
OSTbeta	NM_178859	5.652668417	5.575584828	5.802073644	5.293181741	P	P	A	A	3.150952351	3.176846895	3.125463916	3.29590507	A	A	A	A	3.245273496	3.244460572	3.236091358	3.247185009	A	A	A	A	0.9707	0.9999	0.6324	0.9996	0.8589	0.0198	1.0000	1.0000	1.0000
OSTF1	NM_012383	5.968776446	6.030138609	6.374187451	6.211722625	A	A	A	A	7.017344817	7.025892572	7.114568944	7.176822203	P	P	P	P	4.283208556	4.296299776	4.232858734	4.121792535	A	A	A	A	0.9397	0.1242	0.4470	0.9996	0.7685	0.2633	1.0000	1.0000	0.1812
OSTM1	NM_014028	3.081930474	3.093425238	3.093815255	3.070108813	P	P	P	P	7.515150828	7.492866358	7.631303256	7.542577201	P	P	P	P	4.139011473	4.155407744	4.096453603	4.067156708	P	P	P	P	0.9214	0.9999	0.9642	0.9996	0.4767	0.7845	1.0000	1.0000	0.6158
OTC	NM_000531	2.060088739	2.064091816	2.06200404	2.061632889	A	A	A	A	1.999979549	2.00160821	1.994063037	2.013527248	A	A	A	A	2.089118085	2.093974901	2.08649915	2.09299055	A	A	A	A	0.9886	0.9999	1.0000	0.9996	0.8795	0.3987	1.0000	1.0000	1.0000
OTOF	NM_004802	2.55856099	2.573393766	2.567434937	2.552431697	A	A	A	A	2.668246401	2.674795475	2.661891882	2.696802432	A	A	A	A	2.787163593	2.79100058	2.785534669	2.82178562	A	A	A	A	0.8478	0.9999	1.0000	0.9996	0.8823	0.1665	1.0000	1.0000	0.7187
OTOR	NM_020157	2.476399434	2.48482469	2.482921124	2.475585623	A	A	A	A	2.232830684	2.237195622	2.225630046	2.262865106	A	A	A	A	2.198341803	2.203750783	2.196168871	2.204886854	A	A	A	A	0.9098	0.9999	1.0000	0.9996	0.8789	0.1672	1.0000	1.0000	1.0000
OTOS	NM_148961	2.036313594	2.027321861	2.024819718	2.022030939	A	A	A	A	2.119559554	2.122808217	2.113084253	2.135472083	A	A	A	A	2.070188449	2.076924497	2.070056185	2.073904268	A	A	A	A	0.8592	0.7228	0.5184	0.9996	0.8774	0.3617	1.0000	1.0000	1.0000
OTP	NM_032109	2.069511385	2.081299079	2.105143349	2.066783352	P	P	A	P	2.314724448	2.327278449	2.315679624	2.347214243	P	P	P	P	2.309398791	2.303890817	2.299285612	2.304036547	P	P	P	P	0.9246	0.5034	1.0000	0.9996	0.9819	0.1795	1.0000	1.0000	1.0000
OTUB1	NM_017670	8.018781301	8.079254297	7.65912673	7.509549089	P	P	P	P	7.645416691	7.534471637	7.55059763	7.64049283	P	P	P	P	8.203675681	8.10286333	8.127187682	8.125895558	P	P	P	P	0.9124	0.0132	0.0010	0.1848	0.1789	0.9238	0.6623	0.7244	0.6116
OTUB2	NM_023112	2.511448923	2.506573073	2.544508889	2.613328469	A	A	P	P	2.804494587	2.866072421	2.819268916	2.857369625	P	P	P	P	8.408242409	7.760318085	8.367790069	8.785245873	P	P	P	P	0.9996	0.9999	0.5075	0.6781	0.8961	0.3752	0.0140	1.0000	0.0712
OTUD3	NM_015207	2.544464932	2.581645133	2.538611941	2.536889527	P	P	P	P	3.004484372	3.184385421	3.411520122	3.424981868	P	P	P	P	3.878001982	3.550579364	3.532443239	3.688620745	P	P	P	P	0.5190	0.9999	1.0000	0.9762	0.2783	0.1705	0.8261	0.6291	0.9614
OTUD4	NM_017493	2.776091112	2.775109665	2.770289327	2.762749254	P	A	A	P	3.071487109	3.040797483	3.437568048	3.097514899	P	P	P	P	2.357473851	2.358300772	2.353568999	2.375774525	P	A	P	P	0.9996	0.9999	0.7248	0.9996	0.2371	0.9060	1.0000	1.0000	1.0000
